,Channel_id,Channel_title,Created_date,Video_count,Views_count,Subscription_count,Subscription_count_hidden
233,UCYIkDsYBOSp43OkU-kdW25w,Uplifting PostTower,2008-07-30T17:34:47Z,1056,2360337,2090,False
234,UCBWI-ynROTl_jNeHTRPnI7A,Susan Pang,2007-05-09T00:56:15Z,750,764362,604,False
235,UCK4jWIPKlmyUyoL5jbe1puA,Jasna Gara,2007-09-24T19:26:04Z,20,152224,271,False
236,UCgYLm7Oa-SowtuvSa8izWBQ,SimCey - Ceyhun Kocakanat,2013-10-17T15:56:10Z,798,46232430,226000,False
237,UCxvXBzkL4s5HMfy0khkatOg,IstitutoCappellariFe,2012-01-17T12:21:42Z,91,80693,0,True
238,UCyS-uQd1h_s3srTqt-liylg,raleigh white,2010-02-21T17:02:40Z,9,6243,7,False
239,UCGNuA2Fg8X0frfChEhJrHdQ,Eric Breaux,2007-07-14T20:41:30Z,180,2555078,1990,False
240,UCLO_71CwJqM2MhVLxhpoL8g,Trickshot726,2010-08-18T02:27:21Z,188,13816331,17800,False
241,UCAwfXm7ZmoQT5fYhbBjGXvg,moiseemonts77,2007-03-25T08:01:15Z,15,79010,9,False
242,UC_ZY4lz9zqJcrBfBmFf-_nA,Karushi San,2013-07-22T08:48:54Z,2,2085,11,False
243,UCxc9rx9oY5MWO7C8XuUIONg,eboshi2008,2007-09-23T07:35:40Z,0,0,9100,False
244,UC5tU6DGXITzcDpqBqNzXdJw,Renat Agzamov,2010-08-05T04:41:50Z,84,7970570,97600,False
245,UCZFVipGKYQxwwAOYwiIMEyA,Residents96,2012-12-13T18:58:15Z,70,8661101,87900,False
246,UCym_ErZsNpqkrdAvDgspoGA,faithmiracles,2007-06-04T22:58:43Z,18,344501,525,False
247,UC40NTfiV3DMsUbneF6HH53Q,Felipe Roman Sitjar,2008-04-25T15:10:07Z,1,3308,1,False
248,UCSYbLCirM4rm85Xj7fGD-Ig,wgs1955,2010-07-29T22:08:03Z,208,481633,857,False
249,UCFdEMYmiimq2uKmOMaBfPLg,INA Histoire,2012-05-31T14:57:08Z,2555,33720801,134000,False
250,UCR9sm7yi5rvVsTJuzC2qn_Q,OldCat,2011-10-28T14:58:42Z,2,22,50,False
251,UCN_Uniubnrgb2YmgRvDYJIQ,Reconnecting to the Earth,2006-10-11T13:02:29Z,23,34376,44,False
252,UCKXiSBmhHe-ZFJwFokAcO2A,Luci Ray,2011-02-12T22:30:16Z,175,230045,369,False
253,UCOIQrwCGTj_3hdewlVuqdxQ,TerafabGuitare,2013-07-16T18:54:55Z,325,11356096,33200,False
254,UCAxtwo9BaGFtDYO4fOyS2qg,Marvin Price,2010-12-02T04:34:50Z,2880,40018919,53100,False
255,UC4Q34bijQU84lX-I8ahvIEw,GOYO OFF ROAD,2010-11-27T14:37:02Z,165,1172000,1410,False
256,UCDO9YkkFuuz9iGe2XIhYwhg,gofeminin,2013-06-25T08:08:21Z,4068,67163394,101000,False
257,UC7GsR6NwKEy8SmDKRtXdIZw,Carlos Rick,2012-08-10T20:36:40Z,375,20668690,110000,False
258,UCWkkE6ObowGRcCywNsw2C1g,Phúc Đức Nguyễn,2012-12-06T00:45:34Z,152,1053832,942,False
259,UC1AaN96kgESTBy36Nfaj8tQ,Captain N,2006-04-15T19:31:12Z,127,1783755,946,False
260,UCXPsEBU_BHCMLpGh2Uh2_NA,Vince Choo,2006-06-09T07:30:53Z,173,1336666,1010,False
261,UCJkjyDU_oEMvsSk7ql5FMOg,SamGames,2012-03-11T11:15:52Z,473,368195,1170,False
262,UCCz7LA2yhTOwHTcTgwv37Pg,Infoclima,2010-03-18T19:02:58Z,8965,8198881,15700,False
263,UCKFrD1MP7HtFARafErJs2eg,Kontigo,2014-09-19T11:02:17Z,125,9751273,3030,False
264,UCbG4ZYJ1AAZlSbGRDHUP1YQ,Visually Creative Video,2010-08-06T13:49:48Z,138,196181,0,True
265,UCWIlNOmXhGHXnmZjkAICJXQ,shrinker0313,2010-02-21T16:11:01Z,284,1290639,5610,False
266,UCkeQp-ClM7FAVSu_WFPYg0A,Jauke,2007-06-29T09:43:39Z,1470,3267600,1050,False
267,UCzy7ETKU4ZQStaJqnf9QDhA,Bajavida Bv,2010-10-11T22:57:44Z,41,500195,1640,False
268,UCGYCFw-RMJpylPQsTEVzLfw,TheLugho,2012-04-07T06:40:36Z,4757,265169174,0,True
269,UCPzHmCs_KfWtYWyvEMgn-Bw,videosporalex,2007-11-01T21:46:31Z,422,3413444,1150,False
270,UC4O12pQmRJAyR_GPmAGu1pQ,Mile Kitic,2013-05-23T20:25:08Z,897,496367666,441000,False
271,UCSVgcUvTHfm04KLfO-1ijow,Brian Brandan,2012-07-27T02:55:24Z,2,407,193,False
272,UCdGYCsxWgEHdpR0ayUop-gA,MrUchiha,2009-05-07T22:26:23Z,13,51516,508,False
273,UC_3tWe0VJmm2W0_mX0Lr2vA,HugoRodrigoBiaggio,2010-03-23T13:54:18Z,2,6576,0,False
274,UCWaqnXjOAswBNh5p-aqjtgw,Diferan Production,2012-02-25T03:49:33Z,20,45513,121,False
275,UC5pHsEgqldVaoiaWgVuKqFQ,SOKBenny,2007-05-12T12:48:46Z,3,4080,0,False
276,UCGO8yBktFX2PjDsh8BZ1U5w,Mauro Roots,2010-12-01T16:37:46Z,15,246340,937,False
277,UCsDb4OCZahFOGTEIflJ5l9w,Mihail Nacu,2010-04-15T09:52:10Z,9,51655,44,False
278,UCLpJ_RriBKixFEv-oXXqhfw,nearfielt,2008-06-18T22:47:38Z,74,523743,79,False
279,UCR63NSVAXOhuOThmjiglH4Q,Smokey McPot,2009-01-31T04:47:16Z,45,491797,1850,False
280,UCtpXCdPZZpN_9dE8tZe6Avg,Олег Гедзюк,2009-11-19T17:26:33Z,8,45262,11,False
281,UCjCCIO9WUKbVXCUMK2FRwzQ,adazain,2010-09-05T03:41:18Z,3,2348,3,False
282,UCJEPf8YzOQVDDkw1f886jXg,TeamSamuraiX1,2012-02-19T17:08:19Z,2151,111083686,377000,False
283,UCQ6y-mdce53kwAwsvVd8A9Q,Bells CB,2008-07-01T00:19:57Z,2081,5050495,12300,False
284,UC5H8iioT8qY9Jl02SoMsWCw,Pockify - Tech Gadgets,2012-07-28T07:28:32Z,601,4047918,32800,False
285,UCKtHI2QDc5vC5Lawtnh-Mvw,UnclBuck25,2007-06-18T21:19:40Z,30,69150,47,False
286,UClae0X8wy1MN9E7-2WaQncQ,Game Channel,2013-10-31T17:08:53Z,456,8043067,6020,False
287,UCVrNPLdPj-FqkRmrDmFNyaw,napi,2012-10-05T07:50:31Z,127,134915,181,False
288,UCylLFgHKGVyDPp1Z5J3NUwQ,Susanne Starz-Juratli,2012-03-05T06:23:36Z,2,21150,21,False
289,UCnSUAPGgau9NJc8KrDFSpJA,HOMELESSRYDER,2012-07-24T15:54:08Z,187,725100,2840,False
290,UC1JBVquh7RKomHhsevSP2jQ,GatdaD,2010-09-02T05:02:52Z,201,2303357,4230,False
291,UC_PzRdpPeVf6ddzGW4W2gig,Dārznīca Dārznīca,2012-02-07T11:22:31Z,50,261366,910,False
292,UCJLUHIhxU3bOu_EcPFyMyhA,FerroDavide,2010-02-10T14:40:48Z,2,4026,6,False
293,UCVCd0Dw5PDTCwimmecTOiww,VTBUnitedLeague,2010-09-15T09:12:44Z,4394,13463189,19700,False
294,UCCsFejxbviSj4fzaD1LPJbg,CircleTreeMedia,2010-05-13T15:53:28Z,191,1614557,1760,False
295,UCMG4zaQpqs7c15Oj__JgbRw,Mono Gallinas,2013-06-27T21:05:59Z,5,22529,507,False
296,UCm8Gg6SGUcBsgErqNuBX5KQ,stregerlady,2007-04-29T05:12:35Z,1,1724,1,False
297,UC2D4uy1mnE98DJP5s1vzn-Q,sato hiro,2011-08-02T01:03:19Z,29,38728,26,False
298,UCSeB1BLJzvsEuInHsXqxEUw,elksabedecp,2012-02-21T15:51:37Z,20,8067,21,False
299,UCsQGy9MZlrT7DBL9tsKamxQ,xS1LV3Rx Eclipse,2013-09-08T06:48:53Z,13,4192,731,False
300,UCHZEnEW9SjSNDRU5Yum6qUQ,mert inci,2012-09-18T07:35:37Z,18,9619,5,False
301,UCPuTZ5Rw171KAILaJDwp1wQ,Twenty3,2012-10-12T19:09:16Z,22,41077,444,False
302,UCVXVfZ5ryrcp1TgxegnpFBw,MechanicalSculptor,2009-11-16T15:09:09Z,21,1321137,4320,False
303,UCTiL1q9YbrVam5nP2xzFTWQ,Suspicious0bservers,2011-05-02T12:42:23Z,4249,158143766,518000,False
304,UCMhZyW4q91QAzBxhj8IX5vA,majorunderscore,2007-02-06T19:28:46Z,282,12064150,3530,False
305,UChHkr2LeEjwBOHWL75LtvYA,Vart vartmaz,2006-08-30T05:49:45Z,43,2093266,3540,False
306,UC787mhTiKSh0iE9PBX6pM4g,mssic1,2009-08-04T17:09:52Z,47,15407,120,False
307,UCEideiopjVaxdQsmAQOXyyQ,L3ΛMØN #,2009-03-08T16:35:13Z,4,18511,638,False
308,UCMUlt5fBuiMx_o3_cbo5PDA,3SerasVictoria3,2008-11-18T22:38:34Z,86,4261805,788,False
309,UCjqakGiLMbvQ8FqWQKXsBkQ,StampinClub - unabh. Stampin' Up! Demonstratorin,2011-12-16T09:09:31Z,234,1444018,5130,False
310,UCfvkj-ggeiPT066ByKgg93Q,EMRACOMOfficial,2012-11-11T19:35:05Z,1261,353635616,161000,False
311,UCo2REL5JgQ3v-QqMb1g1lIw,Elevatethesong,2013-03-12T23:21:29Z,52,760328,1100,False
312,UC8bJfF2sVcLW92EcYtQ_Tww,Derrick620,2007-06-22T14:15:50Z,42,435448,47,False
313,UCeQf8mZkzUswAL42uQs84iA,WorldSBK,2006-03-06T02:52:48Z,1977,54801530,179000,False
314,UCeu7XHEbM_aAGm6xP6Hnorw,gearwire,2006-08-09T19:10:12Z,4323,69569871,57100,False
315,UCcE5BQzPpX1eAqX_RjIIqBg,Bernard Bourasseau,2010-12-09T14:05:38Z,15,248661,563,False
316,UC6VdHmorTBm6IGFJrLlFuew,WunderHeuteTV,2007-06-26T06:50:08Z,212,3579807,12000,False
317,UCk2hNgDiYwnxGiVKLAbz36w,fkENGKM,2009-12-15T15:34:57Z,208,1747334,1450,False
318,UCuIJWRaLX6yP9A9SsRgxa7A,Justin Rudd,2006-05-11T03:22:59Z,1428,2337532,1050,False
319,UCcbqSG3k30oHXbFs9cDYvWA,Kammi Neko,2011-04-11T23:23:38Z,82,833154,856,False
320,UCxBYHOQINij4SwdRNczoTaw,Rookiesteam,2006-11-17T21:34:33Z,154,1352517,1600,False
321,UCLINPbYQ9sy6qc-TqtBeVnw,auto motor und sport,2007-08-01T12:40:42Z,3136,197568177,364000,False
322,UCcSeeATlWJJbXpOZRYOfaDg,Mustie1,2007-08-05T21:07:29Z,1450,195194749,525000,False
323,UC6lhT3obp7Yf0iQH4wRLVHw,uma ksr,2009-12-05T05:12:59Z,1,50971,84,False
324,UC-1g6IDDRsReIMnIJKJcc_Q,Neil Saunders,2006-10-09T13:05:52Z,28,8971,10,False
325,UCTDnFFG76UV07OgvMpmD1Tg,RICARDO PENTE PARA TURBINAS SOROCABA SP,2010-01-04T01:24:32Z,1573,54738747,105000,False
326,UCjhRMHxiHQE7RV36e9JeEQg,Sean Lascelles,2010-02-25T14:20:20Z,2,8369,5,False
327,UCAcbfpFAA0k0SPLmZlgWYhA,tupapa69666,2008-01-20T22:39:55Z,10,501833,410,False
328,UCvMyD8ecaYW5glzQF7dgeaA,Susan Dadres,2007-05-21T22:54:02Z,63,67595,20,False
329,UC_ydRj9p48PgpgSwr5SZ89A,BBK Hardmode Entertainment Production,2009-06-10T06:35:26Z,233,4108626,0,True
330,UCphz8ckXEvP7AJ6t-Od0qsg,DJRonnyT,2010-12-15T00:48:25Z,10,3256,2,False
331,UCwLn_5lHFrclLEXbS0ogu5g,佐藤仙人文弘,2010-01-16T13:56:24Z,79,1759625,1120,False
332,UCtpLbWEaULGAPWBAj9L5_DA,MccomInc,2008-09-03T14:45:29Z,37,83041,63,False
333,UCVbsDKvlrcjyUD50W3pTzSQ,Comics on Comics,2008-03-28T03:59:16Z,96,187328,574,False
334,UC84xfE6pe7GeX_4RxzYVkOA,Brian Sikoff,2006-09-24T16:17:49Z,231,334504,94,False
335,UCDP8SYwrH5oQfxBRo92MODQ,marcosbay,2006-11-25T02:44:12Z,2,6223,12,False
336,UC5kC_Ufdjb6-2Eiiakp2G3A,piuskerala,2012-05-01T13:26:43Z,102,341493,446,False
337,UCHKnKNMXGs9gV7ago_cpHMA,NKatzFilms,2012-04-25T02:50:08Z,36,1031917,2510,False
338,UC6LA4vk3pMxCkogsGWonIKQ,Artem Lutfullin,2006-09-11T15:19:24Z,44,4773104,5160,False
339,UCHzbTUXnKX2gSr3hvXXjxlQ,GizmoTij,2007-03-22T00:21:58Z,160,2574902,3730,False
340,UCJMQxg81E1HwVuD-5I2C3oQ,Caesar0024,2008-05-23T05:56:50Z,34,222768,32,False
341,UCVXA6A5S8ZVDDxk99okt83A,Lucas Oil Off Road,2009-04-16T19:26:19Z,712,7518043,21000,False
342,UCuxuwpbLsno1XGmEWMQNe4Q,Katie Forsberg,2007-05-20T02:19:24Z,68,24548,32,False
343,UCYB_7AvhPxs4zl1FbzoJhtA,Danny Pyle,2012-07-26T05:45:22Z,8,55169,31,False
344,UCS8ObvH1f2kNixDfMFsf5_A,1990JML,2010-09-21T05:12:18Z,64,170617,339,False
345,UCECHoIdLDF53V_jrd5nsgvQ,Stand As A Heron Studios,2014-08-05T09:33:44Z,90,326146,204,False
346,UCCbc9GxE0TmCoSWqImckHwg,NashoLimon,2015-04-17T23:08:00Z,754,26873397,232000,False
347,UCdh2Jy5YksUCH6GwyxBgogg,asek caerbah,2011-11-30T17:17:25Z,55,310580,135,False
348,UCSb7YDVK3vGTMfhPqtGmA1w,FND_games,2006-10-13T00:28:44Z,528,532402,409,False
349,UC8Nl48FBZkPnTfmEMVFv2Aw,Tiên Hồ Thủy,2014-03-28T12:52:18Z,7,19545,35,False
350,UCqLfp0G9bGnQ9J-LEL9kYZQ,Gerson Dias,2010-11-29T21:47:05Z,68,507340,943,False
351,UC45lYuHP59jXCqhzNdc-khQ,jonolfc1,2010-04-04T19:40:10Z,3,535370,56,False
352,UC_eg49ESVr7tnxgA1LdR-4w,Schranz Weiberl,2008-02-16T22:37:06Z,10,1923,2,False
353,UCbh8eWQ83qZxKkfUbyKEIDA,THESNEAKERADDICT,2010-10-26T12:08:14Z,4384,48135583,182000,False
354,UCBriYsje-d_72dqxHqLtf8Q,QuickVFX,2012-01-30T14:30:40Z,237,7999479,46500,False
355,UCbCL_dS_4KjCJ8NKry0wwJQ,wineriff,2010-03-21T22:29:27Z,44,536014,1170,False
356,UCsZeySV9FGu3X9_PN9hpWJA,Jordy Diaz,2010-09-06T00:54:41Z,75,556994,518,False
357,UC4di-od7AQJbMyuDO_upb6Q,TTG,2012-07-02T23:32:15Z,5,59584,86,False
358,UCn6-nwl1LgAjDmGbbR5b_6w,Vitoria Galdino,2012-09-01T20:54:36Z,9,25049,35,False
359,UChNmE5O9AIC0WJjb9I4rYLg,Sarah Kamp,2008-10-08T00:45:17Z,18,28643,1,False
360,UCxkmL8rM9nw-EUW7DbruBSw,Nấu Món Ngon Mỗi Ngày,2013-10-15T05:58:38Z,251,7399565,16300,False
361,UCA8817rO9pBK7Um7OKG-zkA,CrystalClear400,2012-01-06T04:00:57Z,24,30409,170,False
362,UCzv9126bAWtkrO0qM-usKfA,Johnnylove15,2011-07-20T15:27:06Z,171,707815,670,False
363,UCdz0-84R-w9-bBUII0U_P6w,陳耀庭,2006-08-06T14:08:15Z,363,98617,222,False
364,UCuWcjpKbIDAbZfHoru1toFg,GTA Series Videos,2007-08-26T01:44:50Z,5203,1755875855,3240000,False
365,UCa7LezACJkW0e7RlXo8VfXw,Ryan Stroup,2006-02-28T15:03:54Z,410,7700712,11200,False
366,UCS6HNpDJeLwmFa8iwdEAQVg,Black Budget,2011-02-20T18:27:27Z,107,1155715,8580,False
367,UCPeqv6ycK5Sa0Hli0n0wPsg,Lfcfans Corner,2012-06-01T20:30:25Z,11,432332,574,False
368,UCjvbYiLBW_s9ktY2SIBzHRg,Natalia Barbu,2011-07-20T06:13:21Z,53,1372670,2990,False
369,UCZHLRbXylR-x2wU-kp65nTA,Hammad,2006-10-22T17:04:53Z,11,1152631,1280,False
370,UCOyx6C8ct8wI1IFClQC7S3g,TheSeiferOne,2006-12-16T13:29:28Z,43,30521,22,False
371,UC2ZB5-Fgacw_0vTp-8gUWUw,John Floyd Sr.,2011-10-08T12:53:28Z,97,26432,49,False
372,UCXFsqgD5tcqwiRAD9Nw88pQ,9431naruto,2011-06-12T09:15:42Z,7,22210,26,False
373,UCTD5RhYO-SNPVWtJZdQoKOw,insidewrestling,2007-09-09T04:24:20Z,107,188586,225,False
374,UCz_sKjgVE53fvJSkXsZ2F4A,chevereradiotv,2007-07-31T15:19:20Z,35,1030807,538,False
375,UCExJ7v6NM74ke48mAKKdcXg,tonygiugliano,2008-12-16T19:14:04Z,10,8127,10,False
376,UCXCM24Hc7T-tdDnBcvyJQgA,yakulk,2010-05-29T21:14:22Z,3,46842,61,False
377,UCYX169KoQ8BveVQ8CIi3mFQ,CHINACPAA,2008-08-26T02:44:38Z,29,27625,54,False
378,UCTv-XvfzLX3i4IGWAm4sbmA,LaLiga Santander,2006-07-13T23:41:14Z,36239,1815508903,6620000,False
379,UCYRRKA07mLG8fpkDqhJXZAg,Turtlediary,2012-05-01T06:04:48Z,425,105013856,222000,False
380,UC0NuyXHym-Oatwfpab2LAMA,Dodô Sheen,2009-07-02T19:15:20Z,640,35436647,56400,False
381,UCP0hHZRg87pWVJCOgueslmw,Goat Milk Stuff,2010-04-09T16:34:00Z,489,19537250,43100,False
382,UCI1q-BRy1m5YT87DUyFyUQg,Abbey Sullivan,2012-12-23T22:34:52Z,20,10437,6,False
383,UCvpTHwinUOwXS9TfSz4LEEg,depoot1,2009-06-30T15:38:55Z,2,56985,28,False
384,UCOtMIE18ug3jX70PSmdz8kA,Kerry Williams,2009-11-09T20:23:09Z,28,244579,110,False
385,UC9v5r_aHplJ7dHegXaeulAA,Adam Keresztes,2006-07-06T12:34:44Z,13,532107,314,False
386,UC-iuonKZZC9krPa-RpwMO9w,Fritz Studer AG,2013-12-02T13:37:08Z,56,206829,1460,False
387,UCazFRHqhI2ql16hePyTVNng,DeAPlaneta,2011-01-19T10:50:43Z,724,43812615,36700,False
388,UCBoR0Yu5hqiGEJdYM8nRT0g,TheChiliGuys,2010-02-14T15:54:09Z,61,127688,328,False
389,UCI-Oq7oFGakzSzHFlTtsUsQ,ESNEWS,2006-11-11T17:24:18Z,103944,895678986,596000,False
390,UCEKSOXh7GGPbTtr6viRUI5A,Ande Becker,2008-06-17T15:49:31Z,21,224275,175,False
391,UCNEiwm4i-qmILrmG9XDzcrA,Gesiel Leachi de Arruda Mota,2011-01-11T00:28:01Z,137,184340,326,False
392,UCRvCWWrrL43n2aOD1jPu4sw,clovergirl2013,2008-06-20T16:36:44Z,3,20861,150,False
393,UCAbdtc3JlwVH-s4Dg-jnPrw,bckillick,2008-09-22T03:36:56Z,848,664006,434,False
394,UC5oRfIfcuPX0F9PjIpPa7YQ,Scarlett Appel,2012-12-20T23:23:01Z,62,1366785,1740,False
395,UCCc5t3tYj-fKc90BwGVblSA,AznDevestation,2008-02-22T20:00:18Z,1,61957,12,False
396,UC-zEBxX9Xzun4mli2ArKjjQ,the_FUEGO_,2008-06-04T06:46:03Z,1,17463,22,False
397,UC2khVqh0WQxLC4b6rLcnl9g,Olli Brettmann,2009-04-08T14:48:17Z,71,131626,114,False
398,UC1cIGhTo0WiOp0VRAglCaSA,Tv kids Zone,2011-12-08T08:05:01Z,5,19275159,282000,False
399,UCvZL5CwtJt_I5dI15AeHy-w,家庭用脱毛器比較総合研究所,2013-07-18T08:12:55Z,27,25399,19,False
400,UCUNmR55jFF7o0u4oVqoXCsg,huskydesign,2011-02-02T12:06:18Z,1,779426,224,False
401,UChPBqNUzjWkU3uGra_S0log,remilus,2006-12-06T17:31:10Z,64,871718,158,False
402,UC8OOMKporuqEBJZ8uf7fAsw,FrasSpaz,2006-04-05T04:08:13Z,252,61032,110,False
403,UCZfogiS6Mf27r53CLJJehLQ,Lauren Airshows,2007-06-01T23:33:05Z,52,114415,1060,False
404,UCwyXamwtzfDIvRjEFcqNmSw,Tom Avery Tennis - CTW Academy,2009-08-25T17:29:03Z,518,11802729,55400,False
405,UCETKopbJ3g1KlZVAvaw7dUw,Luigino Bracci Roa - Situación en Venezuela,2015-02-05T02:22:50Z,7751,79253824,187000,False
406,UCMf8mzKBLR9uaQKUMbRdr1g,No.1 Centrum Edukacyjne,2009-08-04T10:32:59Z,41,2130961,12200,False
407,UCKZ0P5KGj32fvuKS8pwzbFQ,Ricardo,2009-10-23T22:36:55Z,46,105122,211,False
408,UCMc5gfr6_RSpNAKjiQf_xZg,sitongyoudi,2009-01-06T09:58:08Z,1,190517,6,False
409,UCYHKWbpx6eX_ydppBcOIOng,U.C. Sampdoria,2006-03-10T13:25:20Z,3251,22795071,44300,False
410,UCFuBDJYsra9hg4YiLxjobEQ,u15,2006-08-24T23:49:16Z,569,19947694,40000,False
411,UCdAiIwrJ3F8cKdC0H5vZjsw,fsamjee,2010-11-06T02:57:30Z,8,29646,27,False
412,UC_qModsQsEozKSO1u6XbYsw,Rifaidate.it,2013-10-01T09:47:35Z,218,33296807,80700,False
413,UC2JqhLQPIghWC6wLXYWYWow,AQWorlds10100,2013-05-11T00:22:26Z,39,383286,1680,False
414,UC9-Gf8yxR0eqECaBRjpGiNQ,Bogdan Saperov,2011-01-16T18:08:49Z,62,1590380,483,False
415,UCLU580lMb6AGMlu85TfGmMA,N. Ripski - Red Jade Martial Arts,2008-05-23T01:02:59Z,326,1542576,5070,False
416,UCzcLeFkKzrPWQGDLiF9-6MA,autoesportebrasil,2009-01-08T01:25:23Z,4,187531,203,False
417,UC0N_fyvf9fnDv6V_kdK2jHg,LaffHoleVideo,2011-06-07T15:28:58Z,12,337595,111,False
418,UClZsfG_SfyBAGaafLxymoVA,KostanRyuk,2011-11-04T18:51:35Z,22,460385,2790,False
419,UCNylwDpBH_yziJ6VbJMIZ_Q,Consul,2010-06-23T18:33:41Z,358,196699228,87100,False
420,UCDCZa9Yt64NX1_eWa-HNDhw,Driewer,2007-10-30T03:11:37Z,19,97760,754,False
421,UCKa8-ht-gbMxHFgQVuCgG3Q,MrColonelReb,2006-08-29T00:20:27Z,3,63611,5,False
422,UC9bAont0I2B1RJVYEHeX_qw,ruudboymans,2010-09-29T20:37:49Z,4,23285,8,False
423,UCPcE_Bp5kaopWuZ59zsvqvQ,ANWAR RASOOLI,2010-10-19T09:07:44Z,508,230573,414,False
424,UCjjXSlYkhse4uaXmq5lwlQA,johannl25,2009-09-02T20:34:00Z,62,143708,90,False
425,UCe4iMXmL24pauN6SC_8AGYg,miele29,2008-10-26T23:48:24Z,66,34145,24,False
426,UCdV5g3jVn-sTw1VgULj0EfA,Buster Videos,2011-06-11T14:21:28Z,9,451325,360,False
427,UCzC-pzvjHz9Nj4KgkPvtD7Q,KiLLeR BaBa,2013-07-06T12:15:51Z,707,1594218,10500,False
428,UCVXcohmX3PIsbc0Djrr_dZw,Emad Uddin,2014-12-05T23:51:17Z,1,170,1310,False
429,UCt5nMEki451pwJrO_4OhIsA,badawi farra,2008-04-26T20:49:45Z,48,811188,293,False
430,UCK_zmTIJCyKTGnlXdSKKvcA,mxx,2006-03-17T12:02:19Z,62,1302722,663,False
431,UCmsO3CyGDSgi1-XhkVns3TA,Oakelfish,2010-05-31T00:36:06Z,2007,107683478,538000,False
432,UCS8Oy03UZuvCL4jNvzgLHXA,lynnlegolas,2011-05-11T14:58:41Z,20,36572,4,False
433,UCTVC4jP5RceBX_qSvFTwizg,hatofo,2006-09-21T09:44:31Z,0,0,91,False
434,UCunJeWziKeN41EqEHoJfzDA,Rawsomehealthy,2012-02-14T10:16:12Z,558,11141547,48500,False
435,UCqDNFlsAGhGrwGnFMrNaACw,Nattapong Paitoon,2010-10-20T14:46:34Z,1,9392,10,False
436,UCWRosBEZSnIyvsV1yHrk97w,kevin88318,2011-02-17T22:01:03Z,24,416598,511,False
437,UCIiRSZloKxBXCU6u3cAfg1A,Jean Dominicus,2010-04-08T16:39:50Z,7,14787,19,False
438,UCdPyAsYflQVKjGFjT5ZrJ3Q,Mitsubishi CoupalBrassard,2012-08-30T15:40:09Z,7,41994,22,False
439,UCDLHEEfT71h6GBQDpTGGyDA,GenteMotori,2008-01-22T17:08:06Z,561,5606731,6060,False
440,UCe5-2h1sTwR4F5cWrupuQ2A,jamdogs,2006-10-31T03:47:57Z,23,8695,5,False
441,UCIl0UtYEi5BWJmpCouaAU-w,Ridiculous TV,2012-07-10T13:51:36Z,1,368,4690,False
442,UCkXEPd0bVvOlEVXlIuIWCQg,TheRideUnion BMX,2013-03-07T23:38:31Z,262,10453979,105000,False
443,UC1LVhxuYxOdBaX8iEaErylg,My CookSpace,2013-12-14T23:19:28Z,11,134988,529,False
444,UCjNFxOkOT6d2gPpXh4ecvOQ,benchwarmer0007,2009-11-04T14:59:29Z,0,0,72,False
445,UCIjpoZ2hD7qUDmKMOzRU_ag,jeanphilippesalon,2006-12-05T16:01:05Z,9,76426,22,False
446,UCos81LHdCNhZWn7CYFPEysg,cassio brito,2011-05-16T23:34:47Z,5,11585,12,False
447,UCJlXjjGnGysAe3LRq6NWfxg,PrettyBrownDelta,2009-12-22T00:11:23Z,37,143013,409,False
448,UCc9zA_V3pbPux4c9ngKwMMQ,FutureCavalier13,2011-03-01T18:40:14Z,44,779855,1230,False
449,UCbYQWsGwpxrmbP7VpRINM9Q,costaverdehotel,2012-04-21T15:12:44Z,1,8330,4,False
450,UCJaPR4kL_Y2olCCOgU3TS4A,10MegamanEXE,2009-07-04T05:26:30Z,51,71580,21,False
451,UC89o5O4MacqEEK7j--UJAOQ,Neetje 404,2007-10-29T18:38:16Z,0,0,0,True
452,UCPgUOEE12K_Ku8EYXEjcVYg,abv1001,2008-01-28T03:36:35Z,20,115673,32,False
453,UCIzbYH4cwPZ7XRSBvtVoWzw,Chipotae,2012-01-01T12:54:41Z,5,40851,61,False
454,UChMkPgagIDBzN9VFJNDuvYg,Le Loir-et-Cher,2011-10-03T17:02:17Z,586,714093,2210,False
455,UCnYvIsMJm5-ulb5-VOdSk2Q,gabrielacusinato,2009-11-07T23:22:08Z,92,37079,16,False
456,UCB3Rc71N4FReiNE_IOtzoLA,Dj Tutis,2007-10-09T18:11:28Z,677,17502815,15100,False
457,UCP-fzpy8_36RSEv22CFqZUA,MarioVsSonicSite,2011-06-07T17:48:47Z,119,3936036,1410,False
458,UCcHmf8is3Oct4LV2KCHehhg,J.Rob The Chief,2010-11-03T23:36:29Z,100,733029,4810,False
459,UC2LFjIOL8mNSF2kxXkqHGBQ,Donkie737,2007-03-24T16:22:50Z,4,31869,3,False
460,UCxWVvknNtioCKy0ADYV_1VQ,Jujef SH,2008-09-30T14:31:47Z,270,801358,576,False
461,UC-PkBTL6H7MwKrMYkOI3sRw,xposurevids,2011-01-25T15:41:23Z,49,25342,14,False
462,UCgTjPatXdSA5V0GDjBZh7pQ,rallyro,2007-02-23T20:29:55Z,247,1027236,129,False
463,UCWsr56sq5GBeikcLlBIvSpw,XCleoBVBX,2012-08-10T19:18:47Z,7,1689,21,False
464,UCx_jxl-J4SSi81SQ_myy9xA,Luck k,2013-03-31T00:54:47Z,13,4775,3,False
465,UCvueeIpQ6l5BlyzUTWY13eQ,Cut Copy,2010-06-16T22:14:24Z,37,15801153,24100,False
